-03.64410000e+01 -01.73840000e+01 002.59790000e+01 -09.87400000e-02
-03.40740000e+01 -01.44180000e+01 002.90110000e+01 003.81610000e-02
-03.05050000e+01 -01.38200000e+01 002.57390000e+01 001.44781000e-01
-03.28390000e+01 -01.68360000e+01 002.26380000e+01 -05.56650000e-02
-03.50240000e+01 -01.58660000e+01 002.72500000e+01 -01.99750000e-02
-03.61720000e+01 -01.66700000e+01 002.71230000e+01 009.10330000e-02
-03.70500000e+01 -01.65800000e+01 002.83850000e+01 005.82380000e-02
-03.62150000e+01 -01.56970000e+01 002.93430000e+01 -04.51630000e-02
-03.50180000e+01 -01.52790000e+01 002.84830000e+01 -06.85320000e-02
-03.69830000e+01 -01.45050000e+01 002.98550000e+01 005.77800000e-03
-03.74000000e+01 -01.79050000e+01 002.90290000e+01 -03.86880000e-02
-03.24950000e+01 -01.43340000e+01 002.71290000e+01 002.14440000e-02
-03.29100000e+01 -01.39680000e+01 002.83700000e+01 -05.97800000e-03
-03.19430000e+01 -01.30020000e+01 002.89660000e+01 001.86000000e-03
-03.09340000e+01 -01.28370000e+01 002.80290000e+01 002.50000000e-04
-03.12680000e+01 -01.36880000e+01 002.68640000e+01 007.33010000e-02
-03.21210000e+01 -01.24340000e+01 003.03060000e+01 -05.62420000e-02
-02.97230000e+01 -01.20700000e+01 002.80140000e+01 -01.60680000e-02
-02.94940000e+01 -01.09510000e+01 002.87040000e+01 -08.54100000e-03
-03.19500000e+01 -01.53800000e+01 002.44490000e+01 -01.29903000e-01
-03.08190000e+01 -01.46320000e+01 002.46100000e+01 -01.04410000e-02
-02.99700000e+01 -01.47530000e+01 002.34310000e+01 001.27160000e-02
-03.06410000e+01 -01.56030000e+01 002.25460000e+01 -02.45100000e-02
-03.18780000e+01 -01.59840000e+01 002.31920000e+01 002.26420000e-02
-02.86710000e+01 -01.40870000e+01 002.32500000e+01 -01.42248000e-01
-03.01960000e+01 -01.60360000e+01 002.12170000e+01 002.58880000e-02
-02.95780000e+01 -01.74120000e+01 002.12490000e+01 -03.46010000e-02
-03.43440000e+01 -01.68490000e+01 002.45860000e+01 006.36230000e-02
-03.39910000e+01 -01.72600000e+01 002.32740000e+01 004.38000000e-03
-03.50550000e+01 -01.81480000e+01 002.27570000e+01 004.53100000e-03
-03.60050000e+01 -01.82370000e+01 002.37530000e+01 -07.76000000e-03
-03.55220000e+01 -01.74080000e+01 002.48740000e+01 -05.10630000e-02
-03.50470000e+01 -01.87740000e+01 002.14360000e+01 005.92680000e-02
-03.72780000e+01 -01.88010000e+01 002.41510000e+01 004.63140000e-02
-03.80270000e+01 -01.95400000e+01 002.35310000e+01 001.77020000e-02
-03.76070000e+01 -01.82590000e+01 002.55690000e+01 007.57410000e-02
-03.88960000e+01 -01.74950000e+01 002.54890000e+01 003.80500000e-03
-03.90490000e+01 -01.62770000e+01 002.54200000e+01 -01.16820000e-02
-04.00110000e+01 -01.82700000e+01 002.54750000e+01 002.17380000e-02
-04.11860000e+01 -01.77020000e+01 002.48930000e+01 004.00920000e-02
