-17.770 -2.987 31.462 -0.020846
-16.219 -0.253 30.569 -0.088465
-20.124 0.650 28.842 -0.157801
-21.871 -3.074 30.308 0.044913
-17.872 -4.212 32.030 0.157099
-15.484 0.968 30.215 -0.002686
-21.369 1.230 28.271 0.015101
-22.545 -4.288 30.791 0.023322
-16.584 -4.596 32.637 -0.047475
-16.495 1.740 29.472 0.030518
-22.391 0.197 28.511 -0.033133
-21.504 -5.080 31.438 0.006355
-15.704 -3.443 32.365 0.017691
-17.736 0.907 29.429 -0.159967
-21.660 -0.872 29.227 0.086622
-20.313 -4.186 31.284 0.131041
-16.464 -2.534 31.651 -0.098261
-14.133 1.492 30.497 0.002717
-23.701 0.622 27.997 0.013250
-21.751 -6.419 32.101 -0.011004
-14.340 -2.862 32.487 0.024285
-13.283 1.913 29.577 -0.014931
-24.510 -0.300 27.517 -0.019671
-21.611 -7.528 31.084 0.007109
-14.297 -1.562 31.870 -0.063235
-12.243 0.395 34.371 -0.001586
-11.986 2.399 30.052 0.007860
-13.932 -0.590 32.954 0.011570
-15.632 -1.353 31.331 0.155032
-18.895 1.458 28.723 0.207006
-22.504 -1.986 29.585 -0.086872
-19.169 -4.895 31.918 -0.187728
-16.359 3.095 28.840 -0.006824
-21.550 2.557 27.583 0.002999
-23.999 -4.642 30.629 -0.000166
-16.444 -5.909 33.357 0.000743
-17.593 -0.249 30.089 0.097188
-20.583 -2.929 30.550 -0.083935
-11.177 2.777 29.187 -0.003203
-14.714 0.142 33.546 0.000591
-11.713 2.427 31.288 -0.005846
-12.559 -0.536 33.344 0.007760
-13.471 -3.571 33.101 0.009632
-18.944 -1.754 30.279 0.004237
