-03.31660000e+01 001.24400000e+01 003.71800000e+00 -09.87400000e-02
-03.01750000e+01 001.57290000e+01 001.76100000e+00 003.81610000e-02
-02.63620000e+01 001.35740000e+01 003.83500000e+00 001.44781000e-01
-02.93270000e+01 001.03270000e+01 006.01400000e+00 -05.56650000e-02
-03.14070000e+01 001.38980000e+01 002.89700000e+00 -01.99750000e-02
-03.27630000e+01 001.34970000e+01 002.95400000e+00 009.10330000e-02
-03.35920000e+01 001.43870000e+01 002.01300000e+00 005.82380000e-02
-03.26650000e+01 001.55900000e+01 001.71700000e+00 -04.51630000e-02
-03.13060000e+01 001.50160000e+01 002.10100000e+00 -06.85320000e-02
-03.27080000e+01 001.61050000e+01 003.01000000e-01 005.77800000e-03
-03.50520000e+01 001.47150000e+01 002.29300000e+00 -03.86880000e-02
-03.57540000e+01 001.46800000e+01 009.45000000e-01 002.14440000e-02
-03.72420000e+01 001.47170000e+01 001.05900000e+00 -05.97800000e-03
-03.79430000e+01 001.47440000e+01 002.06700000e+00 001.86000000e-03
-03.78560000e+01 001.47020000e+01 -01.58000000e-01 002.50000000e-04
-02.84920000e+01 001.43410000e+01 002.90300000e+00 007.33010000e-02
-02.88710000e+01 001.53880000e+01 002.13400000e+00 -05.62420000e-02
-02.76940000e+01 001.62130000e+01 001.77000000e+00 -01.60680000e-02
-02.66040000e+01 001.56220000e+01 002.35200000e+00 -08.54100000e-03
-02.71040000e+01 001.44350000e+01 003.10300000e+00 -01.29903000e-01
-02.78060000e+01 001.74160000e+01 009.51000000e-01 -01.04410000e-02
-02.52270000e+01 001.60370000e+01 002.35000000e+00 001.27160000e-02
-02.45070000e+01 001.62130000e+01 003.46000000e+00 -02.45100000e-02
-02.81450000e+01 001.21150000e+01 004.78300000e+00 002.26420000e-02
-02.68370000e+01 001.24920000e+01 004.62100000e+00 -01.42248000e-01
-02.59640000e+01 001.16230000e+01 005.38700000e+00 002.58880000e-02
-02.67840000e+01 001.06910000e+01 006.02400000e+00 -03.46010000e-02
-02.81630000e+01 001.10030000e+01 005.62400000e+00 006.36230000e-02
-02.45040000e+01 001.17400000e+01 005.46700000e+00 004.38000000e-03
-02.62700000e+01 009.63000000e+00 006.91800000e+00 004.53100000e-03
-02.67120000e+01 008.22600000e+00 006.63300000e+00 -07.76000000e-03
-03.09280000e+01 001.17560000e+01 004.79600000e+00 -05.10630000e-02
-03.06190000e+01 001.06660000e+01 005.64600000e+00 005.92680000e-02
-03.18850000e+01 009.99600000e+00 006.01700000e+00 004.63140000e-02
-03.28840000e+01 001.06490000e+01 005.32400000e+00 001.77020000e-02
-03.22350000e+01 001.17220000e+01 004.55000000e+00 007.57410000e-02
-03.19860000e+01 008.86000000e+00 006.92100000e+00 003.80500000e-03
-03.43050000e+01 001.07270000e+01 005.06800000e+00 -01.16820000e-02
-03.52220000e+01 001.00950000e+01 005.55800000e+00 002.17380000e-02
-03.45190000e+01 001.18230000e+01 003.98600000e+00 004.00920000e-02
-03.51190000e+01 001.12330000e+01 002.75500000e+00 -01.56880000e-02
-03.45190000e+01 001.07600000e+01 001.78900000e+00 004.48500000e-03
-03.64790000e+01 001.12460000e+01 002.73600000e+00 -04.59700000e-03
-03.70870000e+01 001.10110000e+01 001.46600000e+00 008.50500000e-03
-03.83380000e+01 001.59550000e+01 -06.88000000e-01 003.07000000e-04
